Date,Open,High,Low,Close,Volume,MiddleBand,UpperBand,LowerBand,Distance_Upper,Distance_Middle,Distance_Lower,Event_Type,Tolerance,Touch_Type,Consecutive_Touches,Future_Return_1,Future_Move_1,Future_Return_3,Future_Move_3,Future_Return_5,Future_Move_5,Future_Return_7,Future_Move_7,Future_Return_10,Future_Move_10
2023-06-30,4422.43994140625,4458.47998046875,4422.43994140625,4450.3798828125,3923450000,4351.590478515625,4456.032127114472,4247.148829916779,-0.12684478344711295,2.270190744846302,4.785117287724142,Upper_Touch,1.0%,Apparent,1,0.001,Up,-0.009,Down,-0.009,Down,0.005,Up,0.016,Up
2023-07-03,4450.47998046875,4456.4599609375,4442.2900390625,4455.58984375,2034280000,4360.25146484375,4468.938580615079,4251.5643490724215,-0.29870038767107426,2.1865339573864797,4.798833509884226,Upper_Touch,1.0%,Apparent,2,-0.002,Down,-0.013,Down,-0.004,Down,0.012,Up,0.022,Up
2023-07-05,4442.0400390625,4454.06005859375,4436.60986328125,4446.81982421875,3482620000,4368.9029541015625,4476.221156697993,4261.584751505132,-0.656833776750473,1.7834424553660202,4.3466241671762065,Upper_Touch,1.0%,Apparent,3,-0.008,Down,-0.008,Down,0.006,Up,0.013,Up,0.027,Up
2023-07-06,4422.6201171875,4422.6201171875,4385.0498046875,4411.58984375,3682020000,4375.28994140625,4476.639132882366,4273.940749930135,-1.4530831546049248,0.8296570702713837,3.220659851733205,Middle_Break_Up,1.0%,Apparent,1,-0.003,Down,0.006,Up,0.022,Up,0.025,Up,0.028,Up
2023-07-07,4404.5400390625,4440.39013671875,4397.39990234375,4398.9501953125,3630480000,4381.8614501953125,4470.675919808162,4293.046980582463,-1.6043597384875878,0.389988257534382,2.4668543160379826,Middle_Break_Up,1.0%,Apparent,2,0.002,Up,0.017,Up,0.024,Up,0.035,Up,0.031,Up
2023-07-10,4394.22998046875,4412.60009765625,4389.919921875,4409.52978515625,3429600000,4387.641430664063,4467.397953053299,4307.884908274827,-1.295343922909265,0.49886379363672273,2.3595077177242656,Middle_Break_Up,1.0%,Apparent,3,0.007,Up,0.023,Up,0.026,Up,0.035,Up,0.033,Up
2023-07-11,4415.5498046875,4443.64013671875,4408.4599609375,4439.259765625,3624220000,4394.66142578125,4466.218666486111,4323.104185076389,-0.6036180239764548,1.0148299384820487,2.686855915931597,Upper_Touch,1.0%,Apparent,1,0.007,Up,0.015,Up,0.026,Up,0.022,Up,0.029,Up
2023-07-12,4467.68994140625,4488.33984375,4463.22998046875,4472.16015625,3920290000,4401.322924804687,4475.639495096013,4327.006354513362,-0.07773947946042824,1.6094531725016779,3.3546010762205856,Upper_Touch,1.0%,Apparent,2,0.008,Up,0.011,Up,0.021,Up,0.014,Up,0.021,Up
2023-07-13,4491.5,4517.3798828125,4489.35986328125,4510.0400390625,3839530000,4408.374438476562,4494.856294231888,4321.892582721237,0.3378026756961547,2.3061924980463115,4.353357996297026,Upper_Touch,1.0%,Real,3,-0.001,Down,0.01,Up,0.006,Up,0.01,Up,0.006,Up
2023-07-14,4514.60986328125,4527.759765625,4499.56005859375,4505.419921875,3647450000,4415.015942382813,4509.515311713974,4320.516573051651,-0.09081663007853932,2.047647860664252,4.279658362535773,Upper_Touch,1.0%,Apparent,4,0.004,Up,0.013,Up,0.007,Up,0.014,Up,0.017,Up
2023-07-17,4508.85986328125,4532.85009765625,4504.89990234375,4522.7900390625,3538240000,4419.863452148437,4525.389549466386,4314.337354830489,-0.057442798580560006,2.3287277543389133,4.831626900910283,Upper_Touch,1.0%,Apparent,5,0.007,Up,0.003,Up,0.007,Up,0.01,Up,0.015,Up
2023-07-18,4521.77978515625,4562.2998046875,4514.58984375,4554.97998046875,4090010000,4427.132958984375,4547.775240692477,4306.490677276273,0.1584233915477224,2.8878062319073408,5.770111253314932,Upper_Touch,1.0%,Real,6,0.002,Up,-0.004,Down,0.003,Up,-0.004,Down,0.005,Up
2023-07-19,4563.8701171875,4578.43017578125,4557.47998046875,4565.72021484375,4115670000,4435.983471679688,4569.352336027417,4302.614607331959,-0.07948875281577428,2.9246444219716046,6.11501683333294,Upper_Touch,1.0%,Apparent,7,-0.007,Down,-0.002,Down,0.0,Down,0.004,Up,-0.011,Down
2023-07-20,4554.3798828125,4564.740234375,4527.56005859375,4534.8701171875,3761770000,4444.44248046875,4580.34138521403,4308.543575723469,-0.9927484482557933,2.034622725260539,5.2529709282568255,Upper_Touch,1.0%,Apparent,8,0.0,Down,0.007,Up,0.001,Up,0.012,Up,-0.007,Down
2023-07-21,4550.16015625,4555.0,4535.7900390625,4536.33984375,3570190000,4452.164965820312,4590.499455824871,4313.830475815754,-1.1798195947098506,1.8906504717571364,5.158046176864873,Middle_Break_Up,1.0%,Real,1,0.004,Up,0.007,Up,0.01,Up,0.009,Up,-0.013,Down
2023-07-24,4543.39013671875,4563.41015625,4541.2900390625,4554.64013671875,3856250000,4462.48046875,4599.062634758738,4325.898302741262,-0.9659033061270325,2.0652116824741005,5.2877302693994706,Upper_Touch,1.0%,Apparent,1,0.003,Up,-0.004,Down,0.008,Up,-0.009,Down,-0.008,Down
2023-07-25,4555.18994140625,4580.6201171875,4552.419921875,4567.4599609375,3812470000,4474.4124755859375,4603.704014751476,4345.120936420399,-0.7872802790501043,2.0795464401027903,5.116981270957876,Upper_Touch,1.0%,Apparent,2,-0.0,Down,0.003,Up,0.002,Up,-0.014,Down,-0.015,Down
2023-07-26,4558.9599609375,4582.47021484375,4547.580078125,4566.75,3990290000,4483.8294677734375,4611.201119846275,4356.4578157006,-0.9639813725530364,1.8493239500417231,4.827136935459599,Upper_Touch,1.0%,Apparent,3,-0.006,Down,0.005,Up,-0.012,Down,-0.019,Down,-0.022,Down
2023-07-27,4598.259765625,4607.06982421875,4528.56005859375,4537.41015625,4553210000,4491.856982421875,4611.236430253244,4372.4775345905055,-1.6010082137382344,1.0141278764303905,3.7720633291930894,Middle_Break_Up,1.0%,Real,1,0.01,Up,0.009,Up,-0.008,Down,-0.004,Down,-0.015,Down
2023-07-28,4565.75,4590.16015625,4564.009765625,4582.22998046875,3981010000,4501.146484375,4618.273964456855,4384.019004293145,-0.7804643956921183,1.80139651920279,4.521216171314546,Upper_Touch,1.0%,Apparent,1,0.001,Up,-0.015,Down,-0.023,Down,-0.018,Down,-0.026,Down
2023-07-31,4584.81982421875,4594.22021484375,4573.14013671875,4588.9599609375,4503600000,4508.07548828125,4628.713765690018,4387.437210872482,-0.8588520864519573,1.7942129156113182,4.593176845143806,Upper_Touch,1.0%,Apparent,2,-0.003,Down,-0.019,Down,-0.015,Down,-0.026,Down,-0.022,Down
2023-08-01,4578.830078125,4584.6201171875,4567.52978515625,4576.72998046875,4042370000,4514.132495117187,4635.781925580474,4392.4830646539,-1.2738292279425991,1.386700222451881,4.194595929065174,Middle_Break_Up,1.0%,Real,1,-0.014,Down,-0.022,Down,-0.017,Down,-0.024,Down,-0.03,Down
2023-08-02,4550.93017578125,4550.93017578125,4505.75,4513.39013671875,4270710000,4517.461010742188,4635.1392965619125,4399.782724922463,-2.6266559007939465,-0.09011420383612487,2.582114138335984,Middle_Break_Down,1.0%,Apparent,1,-0.003,Down,0.001,Up,-0.01,Down,-0.011,Down,-0.024,Down
2023-08-03,4494.27001953125,4519.490234375,4485.5400390625,4501.89013671875,4149120000,4521.976025390625,4629.555703526826,4414.396347254425,-2.7576202768403726,-0.44418388242427903,1.9820102813999232,Middle_Break_Down,1.0%,Apparent,2,-0.005,Down,-0.001,Down,-0.007,Down,-0.003,Down,-0.029,Down
2023-08-04,4513.9599609375,4540.33984375,4474.5498046875,4478.02978515625,4143310000,4525.930004882813,4620.110866874261,4431.7491428913645,-3.07527429128851,-1.0583508731881712,1.04429742687762,Middle_Break_Down,1.0%,Real,3,0.009,Up,-0.002,Down,-0.003,Down,-0.009,Down,-0.024,Down
2023-08-07,4491.580078125,4519.83984375,4491.14990234375,4518.43994140625,3493920000,4531.375512695313,4609.175503208199,4453.5755221824265,-1.9685855255195432,-0.2854667694792004,1.4564571522531935,Middle_Break_Down,1.0%,Apparent,4,-0.004,Down,-0.011,Down,-0.006,Down,-0.025,Down,-0.026,Down
2023-08-08,4498.02978515625,4503.31005859375,4464.39013671875,4499.3798828125,3884910000,4534.381518554687,4601.645001467492,4467.118035641883,-2.2223600173933233,-0.7719164256241042,0.7222071795105725,Lower_Touch,1.0%,Apparent,1,-0.007,Down,-0.008,Down,-0.014,Down,-0.029,Down,-0.025,Down
2023-08-09,4501.56982421875,4502.43994140625,4461.330078125,4467.7099609375,3803100000,4534.159008789063,4602.268463527587,4466.049554050538,-2.923743011874403,-1.4655208986442059,0.03717842506821292,Lower_Touch,1.0%,Apparent,2,0.0,Down,0.005,Up,-0.014,Down,-0.022,Down,-0.007,Down
2023-08-10,4487.16015625,4527.3701171875,4457.919921875,4468.830078125,4504370000,4532.098510742188,4605.30468611148,4458.892335372895,-2.9634219077416386,-1.3960074448343667,0.22287469632912335,Lower_Touch,1.0%,Apparent,3,-0.001,Down,-0.007,Down,-0.022,Down,-0.015,Down,-0.021,Down
2023-08-11,4450.68994140625,4476.22998046875,4443.97998046875,4464.0498046875,3753290000,4530.030004882812,4608.2975275508925,4451.762482214732,-3.13017382234983,-1.4565069132918245,0.27601028855104875,Lower_Touch,1.0%,Apparent,4,0.006,Up,-0.013,Down,-0.021,Down,-0.017,Down,-0.013,Down
2023-08-14,4458.1298828125,4490.330078125,4453.43994140625,4489.72021484375,3896410000,4528.376513671875,4608.55981234083,4448.19321500292,-2.5786710455368405,-0.8536458642830477,0.9335700549330348,Lower_Touch,1.0%,Apparent,5,-0.012,Down,-0.027,Down,-0.02,Down,-0.012,Down,-0.013,Down
2023-08-15,4478.8701171875,4478.8701171875,4432.18994140625,4437.85986328125,3832250000,4522.5205078125,4610.777485312278,4434.263530312722,-3.750292062062434,-1.87197922894991,0.08110327552576992,Lower_Touch,1.0%,Apparent,6,-0.008,Down,-0.015,Down,-0.011,Down,-0.014,Down,0.013,Up
2023-08-16,4433.7900390625,4449.9501953125,4403.5498046875,4404.330078125,3753910000,4514.451000976563,4614.197574409062,4414.704427544063,-4.548298873199853,-2.439298218714555,-0.23499533410064272,Lower_Touch,1.0%,Real,7,-0.008,Down,-0.001,Down,0.007,Up,0.0,Down,0.025,Up
2023-08-17,4416.31982421875,4421.169921875,4364.830078125,4370.35986328125,3943700000,4506.22548828125,4623.476525829771,4388.97445073273,-5.474596034703443,-3.015064944116274,-0.42412157237260517,Lower_Touch,1.0%,Real,8,-0.0,Down,0.004,Up,0.001,Up,0.014,Up,0.031,Up
2023-08-18,4344.8798828125,4381.81982421875,4335.31005859375,4369.7099609375,3940400000,4497.893994140625,4628.339667077215,4367.448321204036,-5.587958636213046,-2.8498678130278217,0.051784006750207175,Lower_Touch,1.0%,Apparent,9,0.007,Up,0.015,Up,0.008,Up,0.029,Up,0.033,Up
2023-08-21,4380.27978515625,4407.5498046875,4360.2998046875,4399.77001953125,3726850000,4490.15048828125,4624.5300402787925,4355.770936283707,-4.860169980299074,-2.012860570840148,1.010133083010163,Middle_Break_Down,1.0%,Real,1,-0.003,Down,-0.005,Down,0.008,Up,0.026,Up,0.022,Up
2023-08-22,4415.330078125,4418.58984375,4382.77001953125,4387.5498046875,3522760000,4481.15498046875,4617.698806744834,4344.611154192667,-4.984062661712951,-2.0888627193040894,0.9883197591433799,Lower_Touch,1.0%,Apparent,1,0.011,Up,0.004,Up,0.025,Up,0.027,Up,0.018,Up
2023-08-23,4396.43994140625,4443.18017578125,4396.43994140625,4436.009765625,3837270000,4474.61796875,4606.586158160279,4342.64977933972,-3.7028807598250166,-0.8628268020785953,2.14983917721025,Middle_Break_Down,1.0%,Apparent,1,-0.013,Down,-0.001,Down,0.018,Up,0.018,Up,0.003,Up
2023-08-24,4455.16015625,4458.2998046875,4375.5498046875,4376.31005859375,3723470000,4466.562963867187,4601.841890087192,4331.284037647182,-4.900903526895593,-2.0206343446526818,1.039553641719294,Middle_Break_Down,1.0%,Real,2,0.007,Up,0.028,Up,0.03,Up,0.028,Up,0.019,Up
2023-08-25,4389.3798828125,4418.4599609375,4356.2900390625,4405.7099609375,3296180000,4457.736962890625,4584.439924787574,4331.034000993677,-3.898621571714788,-1.167116911254189,1.7242062732984726,Middle_Break_Down,1.0%,Real,3,0.006,Up,0.025,Up,0.025,Up,0.014,Up,0.019,Up
2023-08-28,4426.02978515625,4439.56005859375,4414.97998046875,4433.31005859375,2957230000,4449.9544677734375,4561.698869512036,4338.210066034839,-2.8144955331525416,-0.3740354940758671,2.192148169667438,Middle_Break_Down,1.0%,Apparent,4,0.015,Up,0.017,Up,0.014,Up,0.004,Up,0.006,Up
2023-08-29,4432.75,4500.14013671875,4431.68017578125,4497.6298828125,3354820000,4445.999462890625,4544.307275303563,4347.691650477687,-1.0271618898822152,1.1612781412327615,3.448685978416587,Middle_Break_Up,1.0%,Real,1,0.004,Up,0.004,Up,-0.007,Down,-0.009,Down,-0.007,Down
2023-08-30,4500.33984375,4521.64990234375,4493.58984375,4514.8701171875,3064110000,4446.073461914062,4544.586084957276,4347.560838870848,-0.653876221382123,1.5473575923286809,3.8483481776900406,Upper_Touch,1.0%,Apparent,1,-0.002,Down,-0.004,Down,-0.014,Down,-0.006,Down,-0.002,Down
2023-08-31,4517.009765625,4532.259765625,4507.39013671875,4507.66015625,3946360000,4446.361962890625,4545.558172063057,4347.165753718194,-0.8337373404652002,1.3786145588454084,3.69193197647302,Upper_Touch,1.0%,Apparent,2,0.002,Up,-0.009,Down,-0.011,Down,-0.01,Down,-0.013,Down
2023-09-01,4530.60009765625,4541.25,4501.35009765625,4515.77001953125,3246260000,4448.248974609375,4551.149752707474,4345.348196511276,-0.7773801148858482,1.5179241384033413,3.9219370994664953,Upper_Touch,1.0%,Apparent,3,-0.004,Down,-0.014,Down,-0.006,Down,-0.011,Down,-0.014,Down
2023-09-05,4510.06005859375,4514.2900390625,4496.009765625,4496.830078125,3526250000,4447.168481445313,4547.520714260891,4346.816248629735,-1.1146873059187232,1.116701489653194,3.451119645155333,Middle_Break_Up,1.0%,Real,1,-0.007,Down,-0.009,Down,-0.008,Down,0.002,Up,-0.012,Down
2023-09-06,4490.35009765625,4490.35009765625,4442.3798828125,4465.47998046875,3418850000,4445.473486328125,4543.355735536245,4347.591237120004,-1.7140580575362736,0.4500419179678955,2.7115875646773038,Middle_Break_Up,1.0%,Apparent,2,-0.003,Down,0.005,Up,0.0,Down,-0.003,Down,-0.014,Down
2023-09-07,4434.5498046875,4457.81005859375,4430.4599609375,4451.14013671875,3763760000,4444.644995117187,4542.039651767419,4347.250338466955,-2.001292855585215,0.1461340918948154,2.3897818198441065,Middle_Break_Up,1.0%,Apparent,3,0.001,Up,0.002,Up,0.012,Up,0.001,Up,-0.027,Down
2023-09-08,4451.2998046875,4473.52978515625,4448.3798828125,4457.490234375,3259290000,4444.078002929688,4541.033918735488,4347.122087123887,-1.8397502827671521,0.3018000907380516,2.538878481881664,Middle_Break_Up,1.0%,Apparent,4,0.007,Up,0.002,Up,-0.002,Down,-0.003,Down,-0.031,Down
2023-09-11,4480.97998046875,4490.77001953125,4467.89013671875,4487.4599609375,3369920000,4445.248510742187,4543.694402168021,4346.802619316353,-1.2376369591161063,0.949585835151996,3.2358805756694045,Middle_Break_Up,1.0%,Apparent,5,-0.006,Down,0.004,Up,-0.008,Down,-0.019,Down,-0.033,Down
2023-09-12,4473.27001953125,4487.10986328125,4456.830078125,4461.89990234375,3435740000,4443.857495117188,4540.520627261986,4347.194362972389,-1.7315354641532787,0.40600778144634286,2.6386107864965815,Middle_Break_Up,1.0%,Apparent,6,0.001,Up,-0.003,Down,-0.004,Down,-0.03,Down,-0.042,Down
2023-09-13,4462.64990234375,4479.39013671875,4453.52001953125,4467.43994140625,3529430000,4445.336499023438,4542.491238191881,4348.181759854994,-1.6522056477428673,0.4972276539170445,2.7427138086157856,Middle_Break_Up,1.0%,Apparent,7,0.008,Up,-0.003,Down,-0.015,Down,-0.033,Down,-0.043,Down
2023-09-14,4487.77978515625,4511.990234375,4478.68994140625,4505.10009765625,3648720000,4450.375,4548.942386126762,4351.807613873238,-0.9637908056215736,1.2296738512204026,3.5225013921646577,Upper_Touch,1.0%,Apparent,1,-0.012,Down,-0.014,Down,-0.039,Down,-0.037,Down,-0.046,Down
2023-09-15,4497.97998046875,4497.97998046875,4447.2099609375,4450.31982421875,6932230000,4454.372998046875,4545.866767465289,4362.8792286284615,-2.101842137793547,-0.09099313932403937,2.004194730317501,Middle_Break_Down,1.0%,Apparent,1,0.001,Up,-0.011,Down,-0.029,Down,-0.04,Down,-0.036,Down
2023-09-18,4445.1298828125,4466.35986328125,4442.10986328125,4453.52978515625,3161230000,4458.563989257813,4541.433938238925,4375.6940402767,-1.9356034741036598,-0.1129108859644487,1.778820551964999,Middle_Break_Down,1.0%,Apparent,2,-0.002,Down,-0.028,Down,-0.026,Down,-0.04,Down,-0.037,Down
2023-09-19,4445.41015625,4449.85009765625,4416.60986328125,4443.9501953125,3614880000,4460.772998046875,4539.508479148297,4382.037516945453,-2.1050359146751827,-0.37712752345256284,1.4128742195298252,Middle_Break_Down,1.0%,Apparent,3,-0.009,Down,-0.028,Down,-0.038,Down,-0.032,Down,-0.048,Down
2023-09-20,4452.81005859375,4461.02978515625,4401.3798828125,4402.2001953125,3308450000,4461.505517578125,4537.735151446416,4385.2758837098345,-2.9868414883295706,-1.329267038491046,0.3859349343455209,Lower_Touch,1.0%,Apparent,1,-0.016,Down,-0.015,Down,-0.029,Down,-0.026,Down,-0.031,Down
2023-09-21,4374.35986328125,4375.7001953125,4329.169921875,4330.0,3662340000,4456.205029296875,4551.217186060014,4361.192872533737,-4.860615897162257,-2.8321189996230607,-0.7152371712378399,Lower_Touch,1.0%,Real,2,-0.002,Down,-0.013,Down,-0.007,Down,-0.01,Down,-0.017,Down
2023-09-22,4341.740234375,4357.39990234375,4316.490234375,4320.06005859375,3349570000,4453.392529296875,4560.285553618407,4346.499504975343,-5.2677730857017835,-2.9939528084710827,-0.6082928653581742,Lower_Touch,1.0%,Real,3,0.004,Up,-0.011,Down,-0.007,Down,-0.021,Down,-0.003,Down
2023-09-25,4310.6201171875,4338.509765625,4302.7001953125,4337.43994140625,3195650000,4449.979028320313,4566.6571571859,4333.300899454725,-5.019365542231778,-2.5289801636782503,0.09551706764802467,Lower_Touch,1.0%,Apparent,4,-0.015,Down,-0.009,Down,-0.011,Down,-0.017,Down,-0.0,Down
2023-09-26,4312.8798828125,4313.009765625,4265.97998046875,4273.52978515625,3472340000,4441.990014648438,4581.739020262317,4302.241009034558,-6.726905084358592,-3.792449531328374,-0.6673550788534577,Lower_Touch,1.0%,Real,5,0.0,Down,0.003,Up,-0.01,Down,-0.004,Down,0.02,Up
2023-09-27,4282.6298828125,4292.06982421875,4238.6298828125,4274.509765625,3875880000,4430.834008789063,4585.826674679608,4275.841342898518,-6.788675873284252,-3.5280997404546404,-0.031141877509773794,Lower_Touch,1.0%,Real,6,0.006,Up,0.003,Up,-0.003,Down,0.008,Up,0.024,Up
2023-09-28,4269.64990234375,4317.27001953125,4264.3798828125,4299.7001953125,3846230000,4420.075512695313,4580.03346789448,4260.117557496145,-6.1207690849222995,-2.723376943155642,0.9291442614466047,Lower_Touch,1.0%,Apparent,7,-0.003,Down,-0.016,Down,-0.01,Down,0.008,Up,0.012,Up
2023-09-29,4328.18017578125,4333.14990234375,4274.85986328125,4288.0498046875,3865960000,4409.094995117188,4573.58269655415,4244.607293680226,-6.2430901726512475,-2.7453522902940004,1.023475388923627,Middle_Break_Down,1.0%,Real,1,0.0,Down,-0.006,Down,0.005,Up,0.016,Up,0.009,Up
2023-10-02,4284.52001953125,4300.580078125,4260.2099609375,4288.39013671875,3938660000,4397.726000976562,4562.58111377085,4232.870888182275,-6.009558410359707,-2.4861909139753844,1.3116215921321601,Middle_Break_Down,1.0%,Real,2,-0.014,Down,-0.007,Down,0.011,Up,0.021,Up,0.02,Up
2023-10-03,4269.75,4281.14990234375,4216.4501953125,4229.4501953125,3953830000,4384.357006835938,4558.0271364782,4210.686877193675,-7.20875350951899,-3.533170571691866,0.445611812658227,Lower_Touch,1.0%,Apparent,1,0.008,Up,0.019,Up,0.03,Up,0.028,Up,0.034,Up
2023-10-04,4233.830078125,4268.5,4220.47998046875,4263.75,3777600000,4374.2705078125,4551.322440106816,4197.2185755181845,-6.318436979386311,-2.5266043244264167,1.5851312788398593,Middle_Break_Down,1.0%,Real,1,-0.001,Down,0.017,Up,0.027,Up,0.015,Up,0.012,Up
2023-10-05,4259.31005859375,4267.1298828125,4225.91015625,4258.18994140625,3581470000,4364.622998046875,4544.867944051523,4184.378052042227,-6.307730085325961,-2.438539518493416,1.7639871074268356,Middle_Break_Down,1.0%,Real,2,0.012,Up,0.023,Up,0.021,Up,0.027,Up,0.005,Up
2023-10-06,4234.7900390625,4324.10009765625,4219.5498046875,4308.5,3902030000,4357.173486328125,4533.727594539004,4180.619378117247,-4.96782371332359,-1.1170885547902167,3.058891764988767,Middle_Break_Down,1.0%,Real,3,0.006,Up,0.016,Up,0.004,Up,0.015,Up,-0.02,Down
2023-10-09,4289.02001953125,4341.72998046875,4283.7900390625,4335.66015625,3174630000,4349.58349609375,4515.832023606332,4183.334968581168,-3.9897823128604117,-0.3201074276710447,3.641238122523449,Middle_Break_Down,1.0%,Apparent,4,0.005,Up,0.003,Up,0.009,Up,-0.005,Down,-0.027,Down
2023-10-10,4339.75,4385.4599609375,4339.64013671875,4358.240234375,3520240000,4344.4005126953125,4502.587466751008,4186.213558639617,-3.2058729217794957,0.318564589964593,4.109362155696758,Middle_Break_Up,1.0%,Apparent,1,0.004,Up,-0.007,Down,0.003,Up,-0.018,Down,-0.025,Down
2023-10-11,4366.58984375,4378.64013671875,4345.33984375,4376.9501953125,3601660000,4339.876025390625,4488.622066198931,4191.129984582319,-2.487887579739973,0.854267949244891,4.43365420337112,Middle_Break_Up,1.0%,Apparent,2,-0.006,Down,-0.001,Down,-0.014,Down,-0.035,Down,-0.043,Down
2023-10-12,4380.93994140625,4385.85009765625,4325.43017578125,4349.60986328125,3713140000,4332.101513671875,4460.330852105313,4203.872175238437,-2.4823492358599797,0.40415372433262303,3.4667487965317783,Middle_Break_Up,1.0%,Apparent,3,-0.005,Down,0.005,Up,-0.016,Down,-0.03,Down,-0.049,Down
2023-10-13,4360.490234375,4377.10009765625,4311.97021484375,4327.77978515625,3566560000,4325.97451171875,4442.169280538607,4209.779742898894,-2.575081861096653,0.041731023440135434,2.80299800616409,Middle_Break_Up,1.0%,Apparent,4,0.011,Up,-0.003,Down,-0.024,Down,-0.019,Down,-0.049,Down
2023-10-16,4342.3701171875,4383.330078125,4342.3701171875,4373.6298828125,3409960000,4321.979516601563,4425.117878425013,4218.8411547781125,-1.1635395265637274,1.1950627255991855,3.668986869986304,Middle_Break_Up,1.0%,Real,5,-0.0,Down,-0.022,Down,-0.036,Down,-0.043,Down,-0.047,Down
2023-10-17,4345.22998046875,4393.56982421875,4337.5400390625,4373.2001953125,3794850000,4318.4420166015625,4408.646275631394,4228.237757571731,-0.8040127990041008,1.2680077328913624,3.4284362907733144,Upper_Touch,1.0%,Apparent,1,-0.013,Down,-0.034,Down,-0.029,Down,-0.054,Down,-0.041,Down
2023-10-18,4357.35009765625,4364.2001953125,4303.83984375,4314.60009765625,3686030000,4314.06201171875,4395.670443538439,4232.453579899061,-1.8443226562027886,0.012472837340732224,1.9408722672664998,Middle_Break_Up,1.0%,Apparent,1,-0.008,Down,-0.023,Down,-0.03,Down,-0.046,Down,-0.018,Down
2023-10-19,4321.35986328125,4339.5400390625,4269.68994140625,4278.0,3969730000,4311.46201171875,4394.179518861011,4228.744504576488,-2.643941112609015,-0.7761175125235563,1.164778230753976,Middle_Break_Down,1.0%,Apparent,1,-0.013,Down,-0.007,Down,-0.033,Down,-0.026,Down,0.009,Up
2023-10-20,4273.85009765625,4276.56005859375,4223.02978515625,4224.16015625,4004030000,4306.667016601563,4397.550214095618,4215.783819107508,-3.9428784073879295,-1.9157938153451646,0.19868991157770843,Lower_Touch,1.0%,Apparent,1,-0.002,Down,-0.009,Down,-0.025,Down,-0.007,Down,0.032,Up
2023-10-23,4210.39990234375,4255.83984375,4189.22021484375,4217.0400390625,3776100000,4300.647021484375,4398.2789766132055,4203.015066355544,-4.120678531634763,-1.944055906104513,0.3336883757382525,Lower_Touch,1.0%,Apparent,2,0.007,Up,-0.019,Down,-0.012,Down,0.005,Up,0.035,Up
2023-10-24,4235.7900390625,4259.3798828125,4219.43017578125,4247.68017578125,3821820000,4299.354541015625,4399.050805172078,4199.658276859172,-3.440983887088953,-1.201909838823572,1.1434715816448027,Middle_Break_Down,1.0%,Real,1,-0.014,Down,-0.031,Down,-0.013,Down,0.017,Up,0.031,Up
2023-10-25,4232.419921875,4232.419921875,4181.419921875,4186.77001953125,3869370000,4294.967553710938,4405.755480756417,4184.179626665459,-4.970440647050374,-2.5191700013240617,0.06190921750305463,Lower_Touch,1.0%,Apparent,1,-0.012,Down,-0.005,Down,0.012,Up,0.041,Up,0.047,Up
2023-10-26,4175.990234375,4183.60009765625,4127.89990234375,4137.22998046875,4277640000,4286.84404296875,4417.15807864836,4156.53000728914,-6.337289569343812,-3.4900747729648742,-0.4643302655470764,Lower_Touch,1.0%,Real,2,-0.005,Down,0.014,Up,0.044,Up,0.055,Up,0.051,Up
2023-10-27,4152.93017578125,4156.7001953125,4103.77978515625,4117.3701171875,4019500000,4278.31005859375,4428.091311991899,4128.528805195601,-7.01704578591055,-3.761764322877286,-0.27028243073073654,Lower_Touch,1.0%,Real,3,0.012,Up,0.029,Up,0.059,Up,0.063,Up,0.072,Up
2023-10-30,4139.39013671875,4177.47021484375,4132.93994140625,4166.81982421875,3911140000,4272.23154296875,4429.560254073597,4114.902831863902,-5.9315240065471695,-2.467369047997563,1.2616820973955154,Middle_Break_Down,1.0%,Real,1,0.006,Up,0.036,Up,0.048,Up,0.052,Up,0.059,Up
2023-10-31,4171.330078125,4195.5498046875,4153.1201171875,4193.7998046875,4249470000,4270.4490234375,4430.461124876386,4110.436921998614,-5.341685967179972,-1.7948749260165855,2.0280783836564202,Middle_Break_Down,1.0%,Real,2,0.011,Up,0.039,Up,0.044,Up,0.037,Up,0.072,Up
2023-11-01,4201.27001953125,4245.64013671875,4197.740234375,4237.85986328125,4224900000,4269.154516601562,4429.780183616646,4108.528849586478,-4.332502119297149,-0.733041008438928,3.14786675302984,Middle_Break_Down,1.0%,Apparent,3,0.019,Up,0.03,Up,0.034,Up,0.042,Up,0.063,Up
2023-11-02,4268.259765625,4319.72021484375,4268.259765625,4317.77978515625,4669780000,4272.134008789062,4434.04118706051,4110.226830517614,-2.6220189889876573,1.068453758081577,5.049671543614011,Middle_Break_Up,1.0%,Real,1,0.009,Up,0.014,Up,0.007,Up,0.022,Up,0.044,Up
2023-11-03,4334.22998046875,4373.6201171875,4334.22998046875,4358.33984375,4570960000,4274.626000976563,4440.188334882703,4109.063667070423,-1.8433562939141723,1.958389874443103,6.066495846176538,Middle_Break_Up,1.0%,Real,2,0.002,Up,0.006,Up,0.013,Up,0.032,Up,0.036,Up
2023-11-06,4364.27001953125,4372.2099609375,4347.52978515625,4365.97998046875,3656340000,4276.1419921875,4444.444605901224,4107.839378473776,-1.765454008095656,2.1009121877941235,6.284096777193928,Middle_Break_Up,1.0%,Real,3,0.003,Up,-0.004,Down,0.01,Up,0.031,Up,0.042,Up
